rssd,name,report_date,drawn,undrawn,ead_basel,ead_us,rwa_reported,cet1,cet1_ratio_reported,card_rwa_us,card_rwa_45,card_rwa_75,card_rwa_100,cet1_ratio_basel_45,cet1_ratio_basel_75,cet1_ratio_basel_100,cet1_ratio_offbs_only,meets_minimum_75,meets_buffer_75,capital_status,outflow_30d,liquid,liquidity_cover,dq30_rate,dq90_rate,nco_rate,yield_rate,allowance_to_cards,notes
100562,TRI COUNTIES BANK,2025-09-30,0.0,115507.0,11550.7,0.0,8211998.0,1130460.0,0.13765955617621922,0.0,5197.8150000000005,8663.025000000001,11550.7,0.1375724791584512,0.13751448898843266,0.13746620117906033,0.13751448898843266,True,True,above buffer,5775.35,2132337.0,369.2134675820513,,,,,,
100562,TRI COUNTIES BANK,2025-12-31,0.0,108826.0,10882.6,0.0,8349601.0,1145890.0,0.13723889321178342,0.0,4897.17,8161.950000000001,10882.6,0.13715844766293125,0.1371048696708968,0.13706025330879185,0.1371048696708968,True,True,above buffer,5441.3,1979488.0,363.78953558892175,,,,,,
110936,BANCO DO BRASIL AMERICAS,2023-03-31,7294.0,55346.0,12828.6,7294.0,731518.0,189350.0,0.2588453052419763,7294.0,5772.87,9621.45,12828.6,0.2593846738000397,0.258024356490866,0.2569016105499119,0.2573847924395885,True,True,above buffer,2767.3,1627948.0,588.2802731904744,0.013024403619413216,0.0010967918837400603,0.003789363648242519,0.00810139814451849,1.6961886482040034,
110936,BANCO DO BRASIL AMERICAS,2023-06-30,11148.0,85458.0,19693.800000000003,11148.0,851135.0,200251.0,0.2352752501072098,11148.0,8862.210000000001,14770.350000000002,19693.800000000003,0.235908801752905,0.23427818432915495,0.2329364573455636,0.23351678545838475,True,True,above buffer,4272.900000000001,1641094.0,384.07030354092063,0.014890563329745246,0.01022604951560818,0.0037072470700789287,0.01662281750777326,1.4141550053821312,
110936,BANCO DO BRASIL AMERICAS,2023-09-30,11340.0,85773.0,19917.300000000003,11340.0,930920.0,242374.0,0.26035964422291924,11340.0,8962.785000000002,14937.975000000002,19917.300000000003,0.2610262057014422,0.2593572370825719,0.25798264667711124,0.2585728177797697,True,True,above buffer,4288.650000000001,1543283.0,359.8528674524617,0.0019400352733686067,0.005467372134038801,0.004476584022038568,0.019025482093663913,1.5770723104056437,
110936,BANCO DO BRASIL AMERICAS,2023-12-31,12189.0,86066.0,20795.6,12189.0,1002557.0,254281.0,0.2536324617951897,12189.0,9358.02,15596.699999999999,20795.6,0.2543506870012246,0.25277328319771064,0.25147364877454054,0.25200989938721735,True,True,above buffer,4303.3,1526154.0,354.6473636511514,0.00746574780539831,0.0,0.008939268270205511,0.02737074923970141,1.6147345967675772,
110936,BANCO DO BRASIL AMERICAS,2024-03-31,12245.0,96186.0,21863.6,12245.0,1037749.0,266311.0,0.2566237115140559,12245.0,9838.619999999999,16397.699999999997,21863.6,0.25722016543663584,0.25560088826038,0.2542669832444693,0.2548520978662449,True,True,above buffer,4809.3,1522514.0,316.5770486349365,0.008084932625561453,0.0008166598611678236,0.0010374271805921316,0.006384167265182348,1.6859942833809718,
110936,BANCO DO BRASIL AMERICAS,2024-06-30,13750.0,98667.0,23616.7,13750.0,1151983.0,278338.0,0.2416164127422019,13750.0,10627.515000000001,17712.525,23616.7,0.2422731013607862,0.24078816343875722,0.23956454952822212,0.24007424121118215,True,True,above buffer,4933.35,1357083.0,275.08346255586974,0.005745454545454546,0.00021818181818181818,0.0015488709545936252,0.013532240971712725,1.5607272727272727,
110936,BANCO DO BRASIL AMERICAS,2024-09-30,13203.0,123859.0,25588.9,13203.0,1205532.0,290093.0,0.24063484005401764,13203.0,11515.005000000001,19191.675000000003,25588.9,0.24097225121788102,0.2394453565557187,0.2381876479522963,0.23879476771658023,True,True,above buffer,6192.950000000001,1282195.0,207.04107089513073,0.0059834886010755135,0.00022722108611679165,0.0013790100159674845,0.019015822325446363,1.6963568885859275,
110936,BANCO DO BRASIL AMERICAS,2024-12-31,14789.0,129700.0,27759.0,14789.0,1229550.0,301154.0,0.24493025903785937,14789.0,12491.550000000001,20819.25,27759.0,0.24538877511397306,0.24373487679169362,0.242373563403406,0.24300772022408218,True,True,above buffer,6485.0,1149501.0,177.25535851966075,0.013726418283859626,0.0012847386571100143,0.0014944332361951729,0.027348128222371666,1.5082155656230982,
110936,BANCO DO BRASIL AMERICAS,2025-03-31,13811.0,137921.0,27603.1,13811.0,1293322.0,312537.0,0.24165443717805773,13811.0,12421.395,20702.324999999997,27603.1,0.2419143611612897,0.24037363253449198,0.23910460456359547,0.23973700473873266,True,True,above buffer,6896.05,1241537.0,180.03596261628033,0.007602635580334516,0.0012309029034827312,0.00041681139284473776,0.007711010767627649,1.7100137571500977,
110936,BANCO DO BRASIL AMERICAS,2025-06-30,14994.0,143085.0,29302.5,14994.0,1387817.0,325545.0,0.23457343439372771,14994.0,13186.125,21976.875,29302.5,0.23487940600679666,0.23339907454465467,0.2321796444041564,0.23277349987983076,True,True,above buffer,7154.25,1218115.0,170.26452807771605,0.004201680672268907,0.0008003201280512205,0.0055359838953195776,0.016679847580703143,1.678404695211418,
110936,BANCO DO BRASIL AMERICAS,2025-09-30,14815.0,148808.0,29695.800000000003,14815.0,1499846.0,338919.0,0.22596919950448247,14815.0,13363.110000000002,22271.850000000002,29695.800000000003,0.22618815553139085,0.2248512964730346,0.22374925960245767,0.22430014534681714,True,True,above buffer,7440.400000000001,1219355.0,163.88299016181924,0.003644954438069524,0.0012149848126898413,0.005375273740792355,0.023558298493596124,1.795545055686804,
110936,BANCO DO BRASIL AMERICAS,2025-12-31,16356.0,165491.0,32905.100000000006,16356.0,1489127.0,351317.0,0.23592144927867134,16356.0,14807.295000000004,24678.825000000004,32905.100000000006,0.2361670650753882,0.23461019804119315,0.23332840310077313,0.23397130606995795,True,True,above buffer,8274.550000000001,1184760.0,143.18120018611282,0.0071533382245047685,6.113964294448521e-05,0.008820431806213797,0.03185887309110058,1.647040841281487,
114260,FIRST NATIONAL BANK ALASKA,2023-03-31,1797.0,76164.0,9413.400000000001,1797.0,2936865.0,557149.0,0.18970875406258034,1797.0,4236.030000000001,7060.050000000001,9413.400000000001,0.18955133402787191,0.18936939199502212,0.18921804022942718,0.18934048053724878,True,True,above buffer,3808.2000000000003,3041893.0,798.7744866341053,0.012242626599888704,0.0,0.01287001287001287,0.030244530244530245,10.601001669449081,
114260,FIRST NATIONAL BANK ALASKA,2023-06-30,1982.0,77836.0,9765.6,1982.0,2944164.0,561471.0,0.19070642803865545,1982.0,4394.52,7324.200000000001,9765.6,0.19055028647279115,0.19036101704075073,0.19020357949443276,0.19032904286122954,True,True,above buffer,3891.8,3054808.0,784.9344776196104,0.0075681130171543895,0.0,0.018844221105527637,0.05464824120603015,9.510595358224016,
114260,FIRST NATIONAL BANK ALASKA,2023-09-30,1748.0,77100.0,9458.0,1748.0,2930247.0,566857.0,0.19345024497934815,1748.0,4256.1,7093.5,9458.0,0.1932848058128004,0.1930979861816652,0.1929425788056122,0.1930692453873505,True,True,above buffer,3855.0,3069345.0,796.1984435797665,0.020594965675057208,0.0,0.04472630173564753,0.08678237650200267,10.569221967963387,
114260,FIRST NATIONAL BANK ALASKA,2023-12-31,1819.0,77836.0,9602.6,1819.0,2848332.0,563169.0,0.19771887546816874,1819.0,4321.17,7201.950000000001,9602.6,0.19754533810712674,0.19734591922013794,0.1971800441130604,0.1973144764307462,True,True,above buffer,3891.8,3308365.0,850.0860784212961,0.0,0.0,0.05356017643352237,0.10712035286704474,9.758108851017042,
114260,FIRST NATIONAL BANK ALASKA,2024-03-31,2097.0,73314.0,9428.400000000001,2097.0,2896850.0,566511.0,0.19556104044047845,2097.0,4242.780000000001,7071.300000000001,9428.400000000001,0.19541628998162944,0.19522581019119595,0.19506736046171222,0.19519054663506905,True,True,above buffer,3665.7000000000003,2696256.0,735.5364596120795,0.008583690987124463,0.0,-0.002466091245376079,0.02219482120838471,8.965188364329995,
114260,FIRST NATIONAL BANK ALASKA,2024-06-30,2519.0,74131.0,9932.1,2519.0,2909983.0,572024.0,0.19657296967026955,2519.0,4469.445000000001,7449.075000000001,9932.1,0.19644130293644127,0.19624050024201836,0.19607347798949892,0.1961981127819654,True,True,above buffer,3706.55,2578672.0,695.706789332398,0.0055577610162763,0.0,0.0,0.04562043795620438,7.542675664946407,
114260,FIRST NATIONAL BANK ALASKA,2024-09-30,1923.0,74782.0,9401.2,1923.0,2909002.0,579884.0,0.19934121736595575,1923.0,4230.540000000001,7050.900000000001,9401.2,0.1991832170480917,0.1989904430821701,0.19883008291981547,0.1989576206345091,True,True,above buffer,3739.1000000000004,2970430.0,794.4237918215613,0.013520540821632865,0.0,0.0024154589371980675,0.07004830917874397,9.646385855434218,
114260,FIRST NATIONAL BANK ALASKA,2024-12-31,1900.0,75244.0,9424.400000000001,1900.0,2976345.0,579547.0,0.19471768225793717,1900.0,4240.9800000000005,7068.300000000001,9424.400000000001,0.19456465162534523,0.1943801491678739,0.19422666420990142,0.1943491864136422,True,True,above buffer,3762.2000000000003,2401067.0,638.2082292275795,0.01,0.0005263157894736842,0.007590132827324478,0.09740670461733081,9.486842105263158,
